states,year,quarter,district,trans_counts,amount
Assam,2019,2,Marigaon,130459,235342996.59
Assam,2019,2,Jorhat,129744,231878110.72
Assam,2019,3,Kamrup Metropolitan,2188998,6080999088.2
Assam,2019,3,Barpeta,262253,505242250.26
Assam,2019,3,Nagaon,258566,491551326.22
Assam,2019,3,Sonitpur,257623,533288953.03
Assam,2019,3,Cachar,242781,426502976.77
Assam,2019,3,Dibrugarh,230118,425077484.13
Assam,2019,3,Kamrup,222439,383883901.25
Assam,2019,3,Tinsukia,196245,357008533.55
Assam,2019,3,Jorhat,167468,274329134.39
Assam,2019,3,Golaghat,121795,194779142.64
Assam,2019,4,Kamrup Metropolitan,2510384,7206165641.82
Assam,2019,4,Sonitpur,298139,613461613.27
Assam,2019,4,Barpeta,295624,613479659.53
Assam,2019,4,Nagaon,287586,546184547.45
Assam,2019,4,Cachar,273506,482197783.16
Assam,2019,4,Dibrugarh,255885,470389915.8
Assam,2019,4,Kamrup,249708,461559258.77
Assam,2019,4,Tinsukia,224113,423685126.95
Assam,2019,4,Jorhat,185402,307700398.02
Assam,2019,4,Goalpara,139662,282003507.81
Assam,2020,1,Kamrup Metropolitan,3338601,10080547554.27
Assam,2020,1,Sonitpur,383179,755509094.61
Assam,2020,1,Cachar,375774,659702346.19
Assam,2020,1,Barpeta,367963,833078665.81
Assam,2020,1,Nagaon,360749,736229612.9
Assam,2020,1,Kamrup,322830,605538834.86
Assam,2020,1,Dibrugarh,317878,585327059.68
Assam,2020,1,Tinsukia,286640,541758826.98
Assam,2020,1,Jorhat,232108,371072710.74
Assam,2020,1,Golaghat,179380,301335497.79
Assam,2020,2,Kamrup Metropolitan,2543890,7190215278.04
Assam,2020,2,Nagaon,521404,889592664.41
Assam,2020,2,Barpeta,519590,967512954.94
Assam,2020,2,Sonitpur,510820,899403354.27
Assam,2020,2,Kamrup,461735,696378364.13
Assam,2020,2,Cachar,448258,671325302.75
Assam,2020,2,Dibrugarh,447580,678491572.83
Assam,2020,2,Tinsukia,420620,618021383.19
Assam,2020,2,Jorhat,306847,406689798.02
Assam,2020,2,Golaghat,290221,381486790.01
Assam,2020,3,Kamrup Metropolitan,4268591,13346088870.11
Assam,2020,3,Barpeta,553783,1306355860.16
Assam,2020,3,Sonitpur,540972,1164586118.84
Assam,2020,3,Nagaon,535675,1153926434.06
Assam,2020,3,Dibrugarh,526945,1106487215.77
Assam,2020,3,Cachar,487493,920279966.24
Assam,2020,3,Kamrup,445726,878646586.93
Assam,2020,3,Tinsukia,442335,839411510.85
Assam,2020,3,Jorhat,315288,542788284.76
Assam,2020,3,Golaghat,278714,484885427.86
Assam,2020,4,Kamrup Metropolitan,5300547,16105922899.46
Assam,2020,4,Barpeta,724763,2053361856.48
Assam,2020,4,Sonitpur,676306,1560923095.77
Assam,2020,4,Nagaon,667880,1665021995.82
Assam,2020,4,Dibrugarh,631601,1479167066.81
Assam,2020,4,Cachar,623731,1434767202.35
Assam,2020,4,Kamrup,557203,1271039293.25
Assam,2020,4,Tinsukia,543941,1209737013.97
Assam,2020,4,Jorhat,400452,815676507.47
Assam,2020,4,Goalpara,381733,1018165139.84
Assam,2021,1,Kamrup Metropolitan,9400818,24003716533.7
Assam,2021,1,Barpeta,768249,2378951523.38
Assam,2021,1,Dibrugarh,680608,1710571109.98
Assam,2021,1,Nagaon,675634,2019926209.38
Assam,2021,1,Sonitpur,669242,1689369790.43
Assam,2021,1,Cachar,614703,1577581912.68
Assam,2021,1,Kamrup,557802,1450662971.7
Assam,2021,1,Tinsukia,480161,1160430411.71
Assam,2021,1,Goalpara,400249,1203600745.35
Assam,2021,1,Jorhat,388882,856404785.43
Assam,2021,2,Kamrup Metropolitan,12113618,26948905679.33
Assam,2021,2,Barpeta,1094358,2927546915.44
Assam,2021,2,Nagaon,928187,2446953429.4
Assam,2021,2,Dibrugarh,870918,1976153977.77
Assam,2021,2,Sonitpur,848080,1929013770.59
Assam,2021,2,Cachar,743120,1680050955.98
Assam,2021,2,Kamrup,737877,1686926641.04
Assam,2021,2,Tinsukia,606143,1318534292.53
Assam,2021,2,Goalpara,544911,1475602701.25
Assam,2021,2,Dhubri,528440,1316708576.8
Assam,2021,3,Kamrup Metropolitan,16840668,36123082534.66
Assam,2021,3,Barpeta,1436928,3522432994.68
Assam,2021,3,Nagaon,1156024,2903215135.78
Assam,2021,3,Dibrugarh,1116075,2517711536.28
Assam,2021,3,Sonitpur,1030160,2385666128.44
Assam,2021,3,Cachar,998685,2285248942.88
Assam,2021,3,Kamrup,957373,2112276358.42
Assam,2021,3,Tinsukia,726497,1620117007.21
Assam,2021,3,Dhubri,668723,1682447560.54
Assam,2021,3,Goalpara,650085,1747257315.99
Assam,2021,4,Kamrup Metropolitan,22903930,48177919267.37
Assam,2021,4,Barpeta,2145496,5341626359.64
Assam,2021,4,Nagaon,1599255,4181552742.9
Assam,2021,4,Dibrugarh,1489321,3247229901.08
Assam,2021,4,Sonitpur,1437714,3119948215.77
Assam,2021,4,Cachar,1424029,3288405319.03
Assam,2021,4,Kamrup,1326629,2906827875.98
Assam,2021,4,Dhubri,947815,2452971274.53
Assam,2021,4,Tinsukia,924326,2099664801.03
Assam,2021,4,Goalpara,920783,2590433257.9
Assam,2022,1,Kamrup Metropolitan,28908435,60093746992.89
Assam,2022,1,Barpeta,2846523,7413611760.55
Assam,2022,1,Nagaon,2049272,5405490459.95
Assam,2022,1,Cachar,1869862,4225305321.29
Assam,2022,1,Dibrugarh,1830668,3721424814.96
Assam,2022,1,Sonitpur,1805856,3651941482.3
Assam,2022,1,Kamrup,1708845,3838019247.42
Assam,2022,1,Goalpara,1299073,3720380319.73
Assam,2022,1,Dhubri,1247298,3380205337.13
Assam,2022,1,Darrang,1205741,2732173374.69
Assam,2022,2,Kamrup Metropolitan,37896005,70515346667.22
Assam,2022,2,Barpeta,3782074,8597920826.99
Assam,2022,2,Nagaon,2624899,6401629329.65
Assam,2022,2,Dibrugarh,2372318,4426557091.53
Assam,2022,2,Sonitpur,2331103,4228702694.64
Assam,2022,2,Cachar,2208886,4390976386.36
Assam,2022,2,Kamrup,2122755,4247651138.55
Assam,2022,2,Darrang,1764727,3227701241.99
Assam,2022,2,Dhubri,1748061,4095843491.51
Assam,2022,2,Goalpara,1660385,4241626695.29
Assam,2022,3,Kamrup Metropolitan,39606017,69410860235.23
Assam,2022,3,Barpeta,4561028,9149960686.49
Assam,2022,3,Sonitpur,3096898,5410346627.41
Assam,2022,3,Nagaon,2968058,6558107158.01
Assam,2022,3,Cachar,2665315,5192449137.35
Assam,2022,3,Kamrup,2430234,4614592326.48
Assam,2022,3,Dibrugarh,2307181,3933628296.03
Assam,2022,3,Jorhat,2264530,3694675386.61
Assam,2022,3,Dhubri,2223747,4556385241.83
Assam,2022,3,Goalpara,2054687,4590076568.3
Assam,2022,4,Kamrup Metropolitan,48873033,84183380553.42
Assam,2022,4,Barpeta,5914147,12025232756.81
Assam,2022,4,Sonitpur,3570910,5955878582.01
Assam,2022,4,Kamrup,3473735,6488564510.01
Assam,2022,4,Nagaon,3466436,7442294883.0
Assam,2022,4,Cachar,3169492,6146128032.61
Assam,2022,4,Dhubri,2801543,5696918774.41
Assam,2022,4,Dibrugarh,2781759,4540236249.41
Assam,2022,4,Goalpara,2471469,5401152298.29
Assam,2022,4,Bongaigaon,2301942,4663672960.52
Bihar,2018,1,Patna,1197281,1282492050.64
Bihar,2018,1,Muzaffarpur,388401,394717112.6
Bihar,2018,1,Purbi Champaran,254643,264192918.45
Bihar,2018,1,Gaya,231873,227470166.15
Bihar,2018,1,Samastipur,222241,213634124.83
Bihar,2018,1,Darbhanga,217364,224628301.63
Bihar,2018,1,Pashchim Champaran,215866,236190496.64
Bihar,2018,1,Nalanda,208901,190613485.96
Bihar,2018,1,Vaishali,201678,211794626.32
Bihar,2018,1,Rohtas,201231,181378994.98
Bihar,2018,2,Patna,1650942,2328839155.64
Bihar,2018,2,Muzaffarpur,554675,841276317.7
Bihar,2018,2,Purbi Champaran,373033,650452550.57
Bihar,2018,2,Gaya,324390,438042055.78
Bihar,2018,2,Darbhanga,322140,569573309.66
Bihar,2018,2,Samastipur,316985,502582636.03
Bihar,2018,2,Vaishali,316405,471071129.4
Bihar,2018,2,Nalanda,306468,368156034.44
Bihar,2018,2,Pashchim Champaran,305553,542379988.9
Bihar,2018,2,Madhubani,286112,554829469.63
Bihar,2018,3,Patna,3360157,3873142430.78
Bihar,2018,3,Muzaffarpur,959708,1265457842.07
Bihar,2018,3,Gaya,919453,893929004.03
Bihar,2018,3,Nalanda,896006,768203889.84
Bihar,2018,3,Rohtas,701262,668806719.35
Bihar,2018,3,Purbi Champaran,544285,921447417.56
Bihar,2018,3,Pashchim Champaran,427544,778844053.0
Bihar,2018,3,Vaishali,427385,660314110.76
Bihar,2018,3,Bhagalpur,422204,579615297.85
Bihar,2018,3,Darbhanga,413648,764466707.76
Bihar,2018,4,Patna,3256138,4907266831.02
Bihar,2018,4,Muzaffarpur,886640,1682571935.18
Bihar,2018,4,Purbi Champaran,732175,1458571863.51
Bihar,2018,4,Gaya,724866,1079658570.77
Bihar,2018,4,Nalanda,666931,846144772.75
Bihar,2018,4,Pashchim Champaran,582470,1215256332.65
Bihar,2018,4,Rohtas,534230,818426211.76
Bihar,2018,4,Samastipur,529944,1020002681.4
Bihar,2018,4,Vaishali,522642,964760831.56
Bihar,2018,4,Darbhanga,515957,1142706537.99
Bihar,2019,1,Patna,7894598,11217940482.12
Bihar,2019,1,Muzaffarpur,1262299,2061506662.05
Bihar,2019,1,Purbi Champaran,1069790,1856147556.11
Bihar,2019,1,Gaya,1025084,1460009336.43
Bihar,2019,1,Nalanda,946010,1077003028.99
Bihar,2019,1,Pashchim Champaran,938338,1627339576.74
Bihar,2019,1,Rohtas,879724,1104230103.11
Bihar,2019,1,Samastipur,792952,1239854737.09
Bihar,2019,1,Darbhanga,763583,1448771357.6
Bihar,2019,1,Vaishali,749004,1174950625.58
Bihar,2019,2,Patna,13421445,26125484618.42
Bihar,2019,2,Muzaffarpur,1260648,2730311714.07
Bihar,2019,2,Purbi Champaran,937122,2207821269.53
Bihar,2019,2,Gaya,919937,1718017778.56
Bihar,2019,2,Pashchim Champaran,754956,1807646307.2
Bihar,2019,2,Darbhanga,727675,1822608072.27
Bihar,2019,2,Nalanda,710450,1254625995.65
Bihar,2019,2,Vaishali,706255,1503710719.59
Bihar,2019,2,Madhubani,689839,1830248520.94
Bihar,2019,2,Saran,660816,1511533675.48
Bihar,2019,3,Patna,13404838,29128507191.15
Bihar,2019,3,Muzaffarpur,1526447,2988596103.65
Bihar,2019,3,Gaya,1275920,1904955491.41
Bihar,2019,3,Purbi Champaran,1028626,2348550130.61
Bihar,2019,3,Vaishali,835929,1574270004.89
Bihar,2019,3,Darbhanga,802970,1893397261.7
Bihar,2019,3,Pashchim Champaran,794590,1810006586.82
Bihar,2019,3,Saran,768342,1481370486.84
Bihar,2019,3,Nalanda,734808,1272371591.02
Bihar,2019,3,Madhubani,732727,1815165089.57
Bihar,2019,4,Patna,17235243,37707384360.64
Bihar,2019,4,Muzaffarpur,1900732,4136536726.05
Bihar,2019,4,Gaya,1627240,2505031784.84
Bihar,2019,4,Purbi Champaran,1432859,3375935181.66
Bihar,2019,4,Nalanda,1426896,1803708280.73
Bihar,2019,4,Pashchim Champaran,1130965,2726720273.82
Bihar,2019,4,Rohtas,1129246,1764430308.22
Bihar,2019,4,Vaishali,1092261,2283531751.17
Bihar,2019,4,Darbhanga,1059279,2585981569.65
Bihar,2019,4,Saran,1039542,2265346427.15
Bihar,2020,1,Patna,15560992,39935619593.18
Bihar,2020,1,Muzaffarpur,2083611,4863182774.54
Bihar,2020,1,Purbi Champaran,1671939,4068019841.7
Bihar,2020,1,Gaya,1524983,2986729749.07
Bihar,2020,1,Pashchim Champaran,1495660,3918107336.1
Bihar,2020,1,Darbhanga,1296525,3181062829.79
Bihar,2020,1,Siwan,1271446,3110551570.94
Bihar,2020,1,Madhubani,1264352,3304637932.88
Bihar,2020,1,Samastipur,1233758,2987274105.58
Bihar,2020,1,Vaishali,1177251,2609194507.87
Bihar,2020,2,Patna,13807801,37859920784.97
Bihar,2020,2,Muzaffarpur,2572251,5903193156.45
Bihar,2020,2,Purbi Champaran,2357758,5443836316.37
Bihar,2020,2,Gaya,1972685,4100072381.07
Bihar,2020,2,Pashchim Champaran,1947807,4653237699.0
Bihar,2020,2,Madhubani,1777506,4146168147.41
Bihar,2020,2,Darbhanga,1660540,3932060943.72
Bihar,2020,2,Saran,1590231,3305092760.43
Bihar,2020,2,Bhagalpur,1561760,3998834364.74
Bihar,2020,2,Samastipur,1536299,3614031763.28
Bihar,2020,3,Patna,20716631,53687192629.52
Bihar,2020,3,Muzaffarpur,3476178,8200376318.76
Bihar,2020,3,Purbi Champaran,3014805,7082795603.42
Bihar,2020,3,Gaya,2533169,5418904171.86
Bihar,2020,3,Madhubani,2378853,5502534112.22
Bihar,2020,3,Darbhanga,2323627,5614591300.22
Bihar,2020,3,Bhagalpur,2291210,5919155397.53
Bihar,2020,3,Pashchim Champaran,2269399,5255815898.11
Bihar,2020,3,Saran,2089459,4722794813.39
Bihar,2020,3,Vaishali,2036376,4585312142.3
Bihar,2020,4,Patna,24443301,59562106826.24
Bihar,2020,4,Muzaffarpur,4970912,12202451465.7
Bihar,2020,4,Purbi Champaran,4295258,11303073256.05
Bihar,2020,4,Gaya,3671183,8039045789.86
Bihar,2020,4,Madhubani,3371688,8381284790.64
Bihar,2020,4,Darbhanga,3297598,8213612835.37
Bihar,2020,4,Pashchim Champaran,3212814,8105523399.18
Bihar,2020,4,Saran,3186771,7973001812.29
Bihar,2020,4,Bhagalpur,2991335,7190986202.23
Bihar,2020,4,Siwan,2923089,7277805273.89
Bihar,2021,1,Patna,41272981,88998693556.24
Bihar,2021,1,Muzaffarpur,5221017,13070944463.38
Bihar,2021,1,Purbi Champaran,4379932,11804741355.36
Bihar,2021,1,Gaya,3790466,8943163048.4
Bihar,2021,1,Bhagalpur,3729907,8757585231.54
Bihar,2021,1,Darbhanga,3456999,8967471837.1
Bihar,2021,1,Pashchim Champaran,3418382,9047860514.27
Bihar,2021,1,Madhubani,3251471,8809359759.38
Bihar,2021,1,Saran,3020459,7424026781.04
Bihar,2021,1,Samastipur,2833659,7326852418.78
Bihar,2021,2,Patna,53400850,114936398151.99
Bihar,2021,2,Muzaffarpur,6872504,17019791090.78
Bihar,2021,2,Purbi Champaran,6300129,15889825388.13
Bihar,2021,2,Bhagalpur,5068435,11733711173.4
Bihar,2021,2,Darbhanga,4739297,11767784404.77
Bihar,2021,2,Gaya,4732185,11427447209.34
Bihar,2021,2,Siwan,4705097,11418849549.14
Bihar,2021,2,Madhubani,4695466,11634612114.7
Bihar,2021,2,Pashchim Champaran,4672176,11234841877.68
Bihar,2021,2,Saran,4392087,10815034968.87
Bihar,2021,3,Patna,65085179,120377977089.17
Bihar,2021,3,Muzaffarpur,8663460,19088505213.98
Bihar,2021,3,Purbi Champaran,7528149,17061553144.49
Bihar,2021,3,Siwan,6975763,14555326812.65
Bihar,2021,3,Bhagalpur,6299248,12979510129.6
Bihar,2021,3,Gaya,5929649,12593071265.98
Bihar,2021,3,Darbhanga,5791524,12557911471.47
Bihar,2021,3,Pashchim Champaran,5626291,12052580759.05
Bihar,2021,3,Madhubani,5236281,11442243635.13
Bihar,2021,3,Saran,4909074,10653230755.21
Bihar,2021,4,Patna,81765610,151293164596.92
Bihar,2021,4,Muzaffarpur,11287438,25294883682.87
Bihar,2021,4,Purbi Champaran,9979391,22867973830.95
Bihar,2021,4,Siwan,9398007,20337077706.73
Bihar,2021,4,Bhagalpur,8447521,17306243345.92
Bihar,2021,4,Gaya,7707242,16641218690.21
Bihar,2021,4,Pashchim Champaran,7557978,16286679057.96
Bihar,2021,4,Darbhanga,7502523,16126372900.44
Bihar,2021,4,Madhubani,7114778,15424171780.64
Bihar,2021,4,Saran,6615773,15141561808.04
Bihar,2022,1,Patna,91217400,170738998652.74
Bihar,2022,1,Muzaffarpur,12910258,29225131277.3
Bihar,2022,1,Purbi Champaran,11934864,27143934069.44
Bihar,2022,1,Siwan,10720865,22973497584.98
Bihar,2022,1,Bhagalpur,10073459,20799502004.84
Bihar,2022,1,Pashchim Champaran,9265237,20305406431.1
Bihar,2022,1,Gaya,9087772,20921479270.87
Bihar,2022,1,Darbhanga,8600500,18524507492.64
Bihar,2022,1,Madhubani,8110120,18147098698.58
Bihar,2022,1,Purnia,7761464,17165083851.27
Bihar,2022,2,Patna,119754430,215948701155.29
Bihar,2022,2,Muzaffarpur,16060062,35870055221.5
Bihar,2022,2,Purbi Champaran,14735078,32099286217.65
Bihar,2022,2,Bhagalpur,13606084,27138540976.04
Bihar,2022,2,Siwan,13494216,28063144036.92
Bihar,2022,2,Gaya,10986567,25092417405.41
Bihar,2022,2,Darbhanga,10725196,23025583344.15
Bihar,2022,2,Pashchim Champaran,10647366,22189359146.47
Bihar,2022,2,Madhubani,9968959,22075739375.55
Bihar,2022,2,Purnia,9889577,21758789746.19
Bihar,2022,3,Patna,188665398,298860414441.29
Bihar,2022,3,Muzaffarpur,16912765,33481627797.22
Bihar,2022,3,Purbi Champaran,14515173,28167506672.73
Bihar,2022,3,Samastipur,12531008,23600501220.43
Bihar,2022,3,Sitamarhi,12134163,22642688423.69
Bihar,2022,3,Pashchim Champaran,11723439,21455732877.11
Bihar,2022,3,Gaya,11189071,23491978226.51
Bihar,2022,3,Saran,10802033,20973427431.87
Bihar,2022,3,Darbhanga,10324556,19863946497.37
Bihar,2022,3,Madhubani,9999220,19516793344.79
Bihar,2022,4,Patna,217434851,352393762150.45
Bihar,2022,4,Purbi Champaran,19272446,36872763823.28
Bihar,2022,4,Muzaffarpur,19056253,37684755616.87
Bihar,2022,4,Gaya,14024331,28395718045.34
Bihar,2022,4,Pashchim Champaran,13798685,25203288880.71
Bihar,2022,4,Saran,13791757,26710050303.5
Bihar,2022,4,Vaishali,13468090,26133475409.36
Bihar,2022,4,Samastipur,13239614,25127091204.35
Bihar,2022,4,Madhubani,12545809,23814034850.98
Bihar,2022,4,Siwan,12408052,23745856584.59
Chandigarh,2018,1,Chandigarh,381895,613435420.87
Chandigarh,2018,2,Chandigarh,479084,961223261.74
Chandigarh,2018,3,Chandigarh,616936,1369354447.53
Chandigarh,2018,4,Chandigarh,905116,2032591591.78
Chandigarh,2019,1,Chandigarh,1274476,2396032050.44
Chandigarh,2019,2,Chandigarh,1252470,2693116098.94
Chandigarh,2019,3,Chandigarh,1506543,3269682087.66
Chandigarh,2019,4,Chandigarh,1850915,4152513817.94
Chandigarh,2020,1,Chandigarh,2262511,5126453070.02
Chandigarh,2020,2,Chandigarh,1528010,3847015729.69
Chandigarh,2020,3,Chandigarh,2158086,5089809353.37
Chandigarh,2020,4,Chandigarh,2912716,6146762901.35
Chandigarh,2021,1,Chandigarh,3970237,7596420859.55
Chandigarh,2021,2,Chandigarh,4417547,8417673939.94
Chandigarh,2021,3,Chandigarh,6649378,11815883004.69
Chandigarh,2021,4,Chandigarh,7898903,14373583510.62
Chandigarh,2022,1,Chandigarh,8600491,15174991549.84
Chandigarh,2022,2,Chandigarh,10772489,17283500158.37
Chandigarh,2022,3,Chandigarh,13478173,20559757737.41
Chandigarh,2022,4,Chandigarh,17904840,27879754566.94
Chhattisgarh,2018,1,Raipur,323570,474633363.9
Chhattisgarh,2018,1,Durg,226774,274435199.82
Chhattisgarh,2018,1,Janjgir Champa,219761,223984259.55
Chhattisgarh,2018,1,Bilaspur,158509,169865045.95
Chhattisgarh,2018,1,Raigarh,133135,140463994.72
Chhattisgarh,2018,1,Korba,93345,99366683.14
Chhattisgarh,2018,1,Rajnandgaon,73040,79830832.05
Chhattisgarh,2018,1,Surguja,68251,77822921.04
Chhattisgarh,2018,1,Mahasamund,64238,69201346.07
Chhattisgarh,2018,1,Baloda Bazar,61987,55455251.91
