states,year,quarter,district,trans_counts,amount
Uttar Pradesh,2019,3,Muzaffarnagar District,525482,954690286.83
Uttar Pradesh,2019,3,Ambedkar Nagar District,360610,547859948.77
Uttar Pradesh,2019,3,Bahraich District,240440,493719209.31
Uttar Pradesh,2019,3,Jalaun District,239290,412494066.12
Uttar Pradesh,2019,3,Rampur District,250113,456757637.64
Uttar Pradesh,2019,3,Ballia District,518281,968560613.09
Uttar Pradesh,2019,3,Shravasti District,61489,129370284.58
Uttar Pradesh,2019,3,Kasganj District,146757,235440734.31
Uttar Pradesh,2019,3,Varanasi District,2441735,3772442225.29
Uttar Pradesh,2019,3,Gautam Buddha Nagar District,13014875,14118512957.85
Uttar Pradesh,2019,3,Basti District,391016,868207697.9
Uttar Pradesh,2019,3,Shamli District,203262,421501852.81
Uttar Pradesh,2019,3,Maharajganj District,448750,875745254.49
Uttar Pradesh,2019,3,Etawah District,264749,453498410.94
Uttar Pradesh,2019,3,Etah District,186724,347473162.39
Uttar Pradesh,2019,3,Banda District,156394,256980642.87
Uttar Pradesh,2019,3,Bijnor District,465326,901149609.65
Uttar Pradesh,2019,3,Hardoi District,290466,435214416.9
Uttar Pradesh,2019,3,Balrampur District,169421,416338758.89
Uttar Pradesh,2019,3,Amroha District,240249,523523675.31
Uttar Pradesh,2019,3,Pilibhit District,226742,334286741.44
Uttar Pradesh,2019,3,Mainpuri District,237130,380174278.1
Uttar Pradesh,2019,3,Kanpur Dehat District,195248,360771147.71
Uttar Pradesh,2019,3,Jaunpur District,757706,1333195631.61
Uttar Pradesh,2019,3,Kaushambi District,123627,197365010.49
Uttar Pradesh,2019,3,Hapur District,426387,711823379.76
Uttar Pradesh,2019,3,Hamirpur District,141816,232540669.93
Uttar Pradesh,2019,3,Meerut District,1429176,2615800654.54
Uttar Pradesh,2019,3,Mathura District,860755,1539891481.54
Uttar Pradesh,2019,3,Chitrakoot District,92093,170002948.84
Uttar Pradesh,2019,3,Lalitpur District,200629,320830007.89
Uttar Pradesh,2019,3,Mau District,289175,508132593.5
Uttar Pradesh,2019,3,Mirzapur District,370018,604811367.05
Uttar Pradesh,2019,3,Bulandshahr District,661182,1181078745.55
Uttar Pradesh,2019,3,Gonda District,395791,882626251.48
Uttar Pradesh,2019,3,Jhansi District,811098,1431255309.32
Uttar Pradesh,2019,3,Chandauli District,335261,552232588.75
Uttar Pradesh,2019,3,Bhadohi District,254395,384878660.86
Uttar Pradesh,2019,3,Pratapgarh District,377704,643587970.49
Uttar Pradesh,2019,3,Saharanpur District,872438,1432305061.89
Uttar Pradesh,2019,3,Bara Banki District,393903,565012757.38
Uttar Pradesh,2019,3,Bareilly District,1164660,1630271295.83
Uttar Pradesh,2019,3,Sitapur District,536281,584813456.81
Uttar Pradesh,2019,3,Sultanpur District,368309,624816515.23
Uttar Pradesh,2019,3,Agra District,1678565,2589010631.02
Uttar Pradesh,2019,3,Fatehpur District,217086,362244820.75
Uttar Pradesh,2019,3,Rae Bareli District,302109,534436240.94
Uttar Pradesh,2019,3,Firozabad District,440487,634458695.82
Uttar Pradesh,2019,3,Kheri District,477249,600146322.82
Uttar Pradesh,2019,3,Gorakhpur District,1301866,2600290226.33
Uttar Pradesh,2019,3,Unnao District,356473,503877920.03
Uttar Pradesh,2019,3,Prayagraj District,2766837,4091292783.64
Uttar Pradesh,2019,3,Sonbhadra District,419238,829425996.86
Uttar Pradesh,2019,3,Ghazipur District,582438,1046180128.53
Uttar Pradesh,2019,3,Farrukhabad District,254048,416393130.77
Uttar Pradesh,2019,3,Kannauj District,202155,322378590.15
Uttar Pradesh,2019,3,Azamgarh District,614200,1166995387.22
Uttar Pradesh,2019,3,Ayodhya District,460000,840285142.68
Uttar Pradesh,2019,3,Deoria District,630682,1159986105.43
Uttar Pradesh,2019,3,Ghaziabad District,6466390,8384891301.43
Uttar Pradesh,2019,4,Amethi District,385496,683646970.18
Uttar Pradesh,2019,4,Siddharthnagar District,404440,1106226161.27
Uttar Pradesh,2019,4,Auraiya District,296077,549636189.74
Uttar Pradesh,2019,4,Sambhal District,224755,483387045.5
Uttar Pradesh,2019,4,Kanpur Nagar District,3438636,6283713197.58
Uttar Pradesh,2019,4,Aligarh District,1161353,2034279415.27
Uttar Pradesh,2019,4,Mahoba District,137733,244474408.09
Uttar Pradesh,2019,4,Lucknow District,14205324,30191564282.33
Uttar Pradesh,2019,4,Sant Kabeer Nagar District,304918,749871481.55
Uttar Pradesh,2019,4,Hathras District,314326,584110065.02
Uttar Pradesh,2019,4,Budaun District,298062,533875756.76
Uttar Pradesh,2019,4,Moradabad District,686463,1469709142.46
Uttar Pradesh,2019,4,Kushinagar District,992091,2182627277.83
Uttar Pradesh,2019,4,Baghpat District,431728,848871037.41
Uttar Pradesh,2019,4,Shahjahanpur District,379896,668190077.15
Uttar Pradesh,2019,4,Muzaffarnagar District,619496,1229126610.33
Uttar Pradesh,2019,4,Ambedkar Nagar District,499240,779836279.4
Uttar Pradesh,2019,4,Bahraich District,341814,644249415.54
Uttar Pradesh,2019,4,Jalaun District,334493,586293724.47
Uttar Pradesh,2019,4,Rampur District,324874,631324138.76
Uttar Pradesh,2019,4,Ballia District,727597,1427288854.08
Uttar Pradesh,2019,4,Shravasti District,78564,164110483.57
Uttar Pradesh,2019,4,Kasganj District,180784,331913103.51
Uttar Pradesh,2019,4,Varanasi District,4217796,5004637433.78
Uttar Pradesh,2019,4,Gautam Buddha Nagar District,16003102,17701548866.81
Uttar Pradesh,2019,4,Basti District,530218,1224897525.98
Uttar Pradesh,2019,4,Shamli District,265095,564166990.44
Uttar Pradesh,2019,4,Maharajganj District,527206,1179282302.07
Uttar Pradesh,2019,4,Etawah District,388969,635011988.05
Uttar Pradesh,2019,4,Etah District,250439,517291347.68
Uttar Pradesh,2019,4,Banda District,228010,371197107.74
Uttar Pradesh,2019,4,Bijnor District,602847,1154559917.64
Uttar Pradesh,2019,4,Hardoi District,372586,595858258.21
Uttar Pradesh,2019,4,Balrampur District,221392,574617451.68
Uttar Pradesh,2019,4,Amroha District,327146,685979996.23
Uttar Pradesh,2019,4,Pilibhit District,296345,450680196.89
Uttar Pradesh,2019,4,Mainpuri District,297692,543268880.12
Uttar Pradesh,2019,4,Kanpur Dehat District,275199,556156087.66
Uttar Pradesh,2019,4,Jaunpur District,1023077,1995246393.86
Uttar Pradesh,2019,4,Kaushambi District,160586,306394890.34
Uttar Pradesh,2019,4,Hapur District,565080,1017699184.24
Uttar Pradesh,2019,4,Hamirpur District,194650,322746376.95
Uttar Pradesh,2019,4,Meerut District,1820166,3435708382.42
Uttar Pradesh,2019,4,Mathura District,1095818,2108793175.96
Uttar Pradesh,2019,4,Chitrakoot District,129557,237569148.26
Uttar Pradesh,2019,4,Lalitpur District,249170,415147911.21
Uttar Pradesh,2019,4,Mau District,445877,763508021.04
Uttar Pradesh,2019,4,Mirzapur District,494142,865550749.77
Uttar Pradesh,2019,4,Bulandshahr District,865523,1612998002.63
Uttar Pradesh,2019,4,Gonda District,502501,1216112969.4
Uttar Pradesh,2019,4,Jhansi District,995155,1815504488.32
Uttar Pradesh,2019,4,Chandauli District,535326,775048803.77
Uttar Pradesh,2019,4,Bhadohi District,335341,559967190.84
Uttar Pradesh,2019,4,Pratapgarh District,530239,992265221.52
Uttar Pradesh,2019,4,Saharanpur District,1147871,1861376501.34
Uttar Pradesh,2019,4,Bara Banki District,480765,764562635.41
Uttar Pradesh,2019,4,Bareilly District,1342436,2179671438.62
Uttar Pradesh,2019,4,Sitapur District,717451,691802381.67
Uttar Pradesh,2019,4,Sultanpur District,517126,914129745.18
Uttar Pradesh,2019,4,Agra District,1992945,3485238496.73
Uttar Pradesh,2019,4,Fatehpur District,293982,535822800.96
Uttar Pradesh,2019,4,Rae Bareli District,417255,762711366.45
Uttar Pradesh,2019,4,Firozabad District,495365,882939644.18
Uttar Pradesh,2019,4,Kheri District,649222,793591341.03
Uttar Pradesh,2019,4,Gorakhpur District,1669194,3445111045.8
Uttar Pradesh,2019,4,Unnao District,424210,685146302.87
Uttar Pradesh,2019,4,Prayagraj District,3400115,5161631925.3
Uttar Pradesh,2019,4,Sonbhadra District,561074,1090356998.03
Uttar Pradesh,2019,4,Ghazipur District,785311,1574528809.99
Uttar Pradesh,2019,4,Farrukhabad District,320743,556807628.34
Uttar Pradesh,2019,4,Kannauj District,258519,420520775.37
Uttar Pradesh,2019,4,Azamgarh District,809005,1661165144.94
Uttar Pradesh,2019,4,Ayodhya District,629884,1151855830.5
Uttar Pradesh,2019,4,Deoria District,862616,1703101937.47
Uttar Pradesh,2019,4,Ghaziabad District,7615506,10609113377.8
Uttar Pradesh,2020,1,Amethi District,442934,793055435.6
Uttar Pradesh,2020,1,Siddharthnagar District,504094,1283921562.95
Uttar Pradesh,2020,1,Auraiya District,360206,682438846.23
Uttar Pradesh,2020,1,Sambhal District,298047,654304412.42
Uttar Pradesh,2020,1,Kanpur Nagar District,3526062,6302890117.19
Uttar Pradesh,2020,1,Aligarh District,1516382,2754661142.05
Uttar Pradesh,2020,1,Mahoba District,154842,287091201.6
Uttar Pradesh,2020,1,Lucknow District,15484604,35175437631.49
Uttar Pradesh,2020,1,Sant Kabeer Nagar District,376434,871941750.2
Uttar Pradesh,2020,1,Hathras District,410971,765970604.38
Uttar Pradesh,2020,1,Budaun District,392219,721291549.56
Uttar Pradesh,2020,1,Moradabad District,932327,2034344657.47
Uttar Pradesh,2020,1,Kushinagar District,1152792,2476570738.61
Uttar Pradesh,2020,1,Baghpat District,530997,1065565623.17
Uttar Pradesh,2020,1,Shahjahanpur District,476637,793820511.55
Uttar Pradesh,2020,1,Muzaffarnagar District,818233,1624414500.33
Uttar Pradesh,2020,1,Ambedkar Nagar District,557894,932648937.81
Uttar Pradesh,2020,1,Bahraich District,362621,778183420.03
Uttar Pradesh,2020,1,Jalaun District,402254,726128672.34
Uttar Pradesh,2020,1,Rampur District,387893,758935764.15
Uttar Pradesh,2020,1,Ballia District,867431,1679776535.08
Uttar Pradesh,2020,1,Shravasti District,92811,209037108.96
Uttar Pradesh,2020,1,Kasganj District,236602,425135235.7
Uttar Pradesh,2020,1,Varanasi District,3542507,5628921241.99
Uttar Pradesh,2020,1,Gautam Buddha Nagar District,16781339,19356764212.73
Uttar Pradesh,2020,1,Basti District,648494,1477236381.58
Uttar Pradesh,2020,1,Shamli District,350784,711886138.13
Uttar Pradesh,2020,1,Maharajganj District,620464,1388800583.16
Uttar Pradesh,2020,1,Etawah District,439975,802347947.28
Uttar Pradesh,2020,1,Etah District,332256,646289351.1
Uttar Pradesh,2020,1,Banda District,263634,458003138.11
Uttar Pradesh,2020,1,Bijnor District,752927,1457705665.53
Uttar Pradesh,2020,1,Hardoi District,477639,782383247.95
Uttar Pradesh,2020,1,Balrampur District,268711,678927768.61
Uttar Pradesh,2020,1,Amroha District,477955,1019191449.82
Uttar Pradesh,2020,1,Pilibhit District,368547,563616486.25
Uttar Pradesh,2020,1,Mainpuri District,386043,707602152.05
Uttar Pradesh,2020,1,Kanpur Dehat District,356453,690188080.64
Uttar Pradesh,2020,1,Jaunpur District,1180411,2252491479.61
Uttar Pradesh,2020,1,Kaushambi District,209052,399878336.5
Uttar Pradesh,2020,1,Hapur District,774089,1439175871.01
Uttar Pradesh,2020,1,Hamirpur District,225126,394456129.33
Uttar Pradesh,2020,1,Meerut District,2734403,5750006817.72
Uttar Pradesh,2020,1,Mathura District,1331532,2552190691.35
Uttar Pradesh,2020,1,Chitrakoot District,152213,298433903.38
Uttar Pradesh,2020,1,Lalitpur District,295766,510364241.37
Uttar Pradesh,2020,1,Mau District,446716,852393229.22
Uttar Pradesh,2020,1,Mirzapur District,553170,1031890445.82
Uttar Pradesh,2020,1,Bulandshahr District,1151908,2063457475.49
Uttar Pradesh,2020,1,Gonda District,599465,1440352646.75
Uttar Pradesh,2020,1,Jhansi District,1147735,2142737654.35
Uttar Pradesh,2020,1,Chandauli District,537509,937666614.33
Uttar Pradesh,2020,1,Bhadohi District,378029,648953452.58
Uttar Pradesh,2020,1,Pratapgarh District,616605,1177453541.88
Uttar Pradesh,2020,1,Saharanpur District,1272320,2264046332.67
Uttar Pradesh,2020,1,Bara Banki District,567581,898106303.5
Uttar Pradesh,2020,1,Bareilly District,1552726,2644081691.27
Uttar Pradesh,2020,1,Sitapur District,558492,831382287.41
Uttar Pradesh,2020,1,Sultanpur District,557876,1015816552.31
Uttar Pradesh,2020,1,Agra District,2580164,4626649236.04
Uttar Pradesh,2020,1,Fatehpur District,356379,643900349.29
Uttar Pradesh,2020,1,Rae Bareli District,523048,1028160710.64
Uttar Pradesh,2020,1,Firozabad District,660551,1122434154.05
Uttar Pradesh,2020,1,Kheri District,645801,953226295.42
Uttar Pradesh,2020,1,Gorakhpur District,1933805,3977529990.22
Uttar Pradesh,2020,1,Unnao District,512648,816053858.73
Uttar Pradesh,2020,1,Prayagraj District,3666845,6073221861.02
Uttar Pradesh,2020,1,Sonbhadra District,634133,1284630207.94
Uttar Pradesh,2020,1,Ghazipur District,886756,1754768855.9
Uttar Pradesh,2020,1,Farrukhabad District,389097,688461310.9
Uttar Pradesh,2020,1,Kannauj District,314330,537738592.53
Uttar Pradesh,2020,1,Azamgarh District,963531,1894632195.33
Uttar Pradesh,2020,1,Ayodhya District,707638,1365557406.21
Uttar Pradesh,2020,1,Deoria District,1000897,1938521663.76
Uttar Pradesh,2020,1,Ghaziabad District,8267770,11998182771.02
Uttar Pradesh,2020,2,Amethi District,635116,974183514.67
Uttar Pradesh,2020,2,Siddharthnagar District,819494,1658908733.69
Uttar Pradesh,2020,2,Auraiya District,555297,913908538.73
Uttar Pradesh,2020,2,Sambhal District,445362,915305072.04
Uttar Pradesh,2020,2,Kanpur Nagar District,3495087,6575767545.01
Uttar Pradesh,2020,2,Aligarh District,1873486,3333199475.16
Uttar Pradesh,2020,2,Mahoba District,233814,399777718.34
Uttar Pradesh,2020,2,Lucknow District,12430842,30895556075.95
Uttar Pradesh,2020,2,Sant Kabeer Nagar District,563477,1126483835.48
Uttar Pradesh,2020,2,Hathras District,615773,1101536508.15
Uttar Pradesh,2020,2,Budaun District,626764,1100415261.62
Uttar Pradesh,2020,2,Moradabad District,1098280,2227291545.4
Uttar Pradesh,2020,2,Kushinagar District,1538615,3018986266.71
Uttar Pradesh,2020,2,Baghpat District,758380,1398945687.05
Uttar Pradesh,2020,2,Shahjahanpur District,673377,1100598020.97
Uttar Pradesh,2020,2,Muzaffarnagar District,1091622,1908747238.85
Uttar Pradesh,2020,2,Ambedkar Nagar District,772604,1212105252.82
Uttar Pradesh,2020,2,Bahraich District,517053,924475011.61
Uttar Pradesh,2020,2,Jalaun District,580715,979336659.41
Uttar Pradesh,2020,2,Rampur District,555936,973183157.58
Uttar Pradesh,2020,2,Ballia District,1181508,2103381532.69
Uttar Pradesh,2020,2,Shravasti District,134854,252546509.03
Uttar Pradesh,2020,2,Kasganj District,397002,615459668.95
Uttar Pradesh,2020,2,Varanasi District,2569684,4411716947.66
Uttar Pradesh,2020,2,Gautam Buddha Nagar District,10896512,12933946780.94
Uttar Pradesh,2020,2,Basti District,948055,1808772881.08
Uttar Pradesh,2020,2,Shamli District,492479,939358656.66
Uttar Pradesh,2020,2,Maharajganj District,822688,1694125648.49
Uttar Pradesh,2020,2,Etawah District,611642,1044635436.38
Uttar Pradesh,2020,2,Etah District,551798,927167974.17
Uttar Pradesh,2020,2,Banda District,357345,564152852.33
Uttar Pradesh,2020,2,Bijnor District,1145403,1989993254.26
Uttar Pradesh,2020,2,Hardoi District,790987,1184073625.99
Uttar Pradesh,2020,2,Balrampur District,396187,820186982.42
Uttar Pradesh,2020,2,Amroha District,617820,1214245940.13
Uttar Pradesh,2020,2,Pilibhit District,496981,795419207.65
Uttar Pradesh,2020,2,Mainpuri District,654574,1076283108.87
Uttar Pradesh,2020,2,Kanpur Dehat District,542702,896535897.54
Uttar Pradesh,2020,2,Jaunpur District,1679713,2818494385.21
Uttar Pradesh,2020,2,Kaushambi District,298441,490127982.98
Uttar Pradesh,2020,2,Hapur District,902343,1496243557.97
Uttar Pradesh,2020,2,Hamirpur District,345407,585773637.26
Uttar Pradesh,2020,2,Meerut District,2994911,6172148246.85
Uttar Pradesh,2020,2,Mathura District,1541861,2826177786.11
Uttar Pradesh,2020,2,Chitrakoot District,216451,390056597.2
Uttar Pradesh,2020,2,Lalitpur District,399359,774393184.77
Uttar Pradesh,2020,2,Mau District,658169,1068323503.3
Uttar Pradesh,2020,2,Mirzapur District,749501,1326542494.34
Uttar Pradesh,2020,2,Bulandshahr District,1706169,2741837464.89
Uttar Pradesh,2020,2,Gonda District,815060,1757033684.28
Uttar Pradesh,2020,2,Jhansi District,1262589,2418809124.96
Uttar Pradesh,2020,2,Chandauli District,695768,1196696570.6
Uttar Pradesh,2020,2,Bhadohi District,544721,822816633.48
Uttar Pradesh,2020,2,Pratapgarh District,954561,1600278347.93
Uttar Pradesh,2020,2,Saharanpur District,1685012,3012340250.84
Uttar Pradesh,2020,2,Bara Banki District,699432,1034102989.7
Uttar Pradesh,2020,2,Bareilly District,1694171,2977759298.73
Uttar Pradesh,2020,2,Sitapur District,722022,1088559903.63
Uttar Pradesh,2020,2,Sultanpur District,776598,1229758670.71
Uttar Pradesh,2020,2,Agra District,2837641,5153788501.15
Uttar Pradesh,2020,2,Fatehpur District,541508,820178271.38
Uttar Pradesh,2020,2,Rae Bareli District,655030,1095500288.68
Uttar Pradesh,2020,2,Firozabad District,877638,1459928974.49
Uttar Pradesh,2020,2,Kheri District,754871,1190369834.48
Uttar Pradesh,2020,2,Gorakhpur District,2231738,4183285969.67
Uttar Pradesh,2020,2,Unnao District,710650,950240650.19
Uttar Pradesh,2020,2,Prayagraj District,2935110,5163514764.36
Uttar Pradesh,2020,2,Sonbhadra District,806207,1534403493.08
Uttar Pradesh,2020,2,Ghazipur District,1252110,2247394537.74
Uttar Pradesh,2020,2,Farrukhabad District,601099,972263008.94
Uttar Pradesh,2020,2,Kannauj District,505120,729038063.45
Uttar Pradesh,2020,2,Azamgarh District,1402231,2315722081.81
Uttar Pradesh,2020,2,Ayodhya District,900026,1541977173.58
Uttar Pradesh,2020,2,Deoria District,1368817,2368679849.55
Uttar Pradesh,2020,2,Ghaziabad District,7640595,11178742327.55
Uttar Pradesh,2020,3,Amethi District,693798,1294320359.57
Uttar Pradesh,2020,3,Siddharthnagar District,929098,2134469977.76
Uttar Pradesh,2020,3,Auraiya District,562146,1136268445.32
Uttar Pradesh,2020,3,Sambhal District,452494,1135126213.21
Uttar Pradesh,2020,3,Kanpur Nagar District,4224357,8417780315.51
Uttar Pradesh,2020,3,Aligarh District,2172376,4433149341.39
Uttar Pradesh,2020,3,Mahoba District,261861,531843525.61
Uttar Pradesh,2020,3,Lucknow District,18626637,44986768816.58
Uttar Pradesh,2020,3,Sant Kabeer Nagar District,656697,1513769440.05
Uttar Pradesh,2020,3,Hathras District,625553,1275768778.53
Uttar Pradesh,2020,3,Budaun District,592062,1238230054.56
Uttar Pradesh,2020,3,Moradabad District,1295741,3054482814.3
Uttar Pradesh,2020,3,Kushinagar District,1825898,3924228270.7
Uttar Pradesh,2020,3,Baghpat District,874299,1818031340.82
Uttar Pradesh,2020,3,Shahjahanpur District,671383,1272487040.33
Uttar Pradesh,2020,3,Muzaffarnagar District,1231459,2544310298.19
Uttar Pradesh,2020,3,Ambedkar Nagar District,812512,1475036147.86
Uttar Pradesh,2020,3,Bahraich District,538930,1178317118.31
Uttar Pradesh,2020,3,Jalaun District,629953,1243068206.04
Uttar Pradesh,2020,3,Rampur District,553247,1213905751.93
Uttar Pradesh,2020,3,Ballia District,1405118,2795264292.96
Uttar Pradesh,2020,3,Shravasti District,149664,328485585.95
Uttar Pradesh,2020,3,Kasganj District,348658,705077297.38
Uttar Pradesh,2020,3,Varanasi District,3370707,6634516647.61
Uttar Pradesh,2020,3,Gautam Buddha Nagar District,17085582,21337631127.67
Uttar Pradesh,2020,3,Basti District,1075459,2331628985.72
Uttar Pradesh,2020,3,Shamli District,536622,1210822146.35
Uttar Pradesh,2020,3,Maharajganj District,936896,2055424144.76
Uttar Pradesh,2020,3,Etawah District,675757,1357078925.5
Uttar Pradesh,2020,3,Etah District,520578,1064156895.7
Uttar Pradesh,2020,3,Banda District,366254,695728921.43
Uttar Pradesh,2020,3,Bijnor District,1182322,2483271492.09
Uttar Pradesh,2020,3,Hardoi District,717346,1302260963.36
Uttar Pradesh,2020,3,Balrampur District,454008,1114156872.7
Uttar Pradesh,2020,3,Amroha District,683194,1606211046.21
Uttar Pradesh,2020,3,Pilibhit District,492878,894196424.9
Uttar Pradesh,2020,3,Mainpuri District,613350,1259746316.33
Uttar Pradesh,2020,3,Kanpur Dehat District,558874,1109266594.67
Uttar Pradesh,2020,3,Jaunpur District,2030640,3837257466.0
Uttar Pradesh,2020,3,Kaushambi District,315793,618446088.27
Uttar Pradesh,2020,3,Hapur District,1102037,2028865232.07
Uttar Pradesh,2020,3,Hamirpur District,355583,722708619.53
Uttar Pradesh,2020,3,Meerut District,3739519,8114325789.56
Uttar Pradesh,2020,3,Mathura District,1884033,3776128655.9
Uttar Pradesh,2020,3,Chitrakoot District,238568,499890761.28
Uttar Pradesh,2020,3,Lalitpur District,468063,938535589.15
Uttar Pradesh,2020,3,Mau District,738346,1451336941.23
Uttar Pradesh,2020,3,Mirzapur District,846288,1674284507.05
Uttar Pradesh,2020,3,Bulandshahr District,1846812,3453106819.66
Uttar Pradesh,2020,3,Gonda District,929086,2294714944.95
Uttar Pradesh,2020,3,Jhansi District,1597393,3459281322.33
Uttar Pradesh,2020,3,Chandauli District,822442,1603810974.09
Uttar Pradesh,2020,3,Bhadohi District,660851,1109214851.88
Uttar Pradesh,2020,3,Pratapgarh District,1080871,2106097258.52
Uttar Pradesh,2020,3,Saharanpur District,1946572,4188524778.33
Uttar Pradesh,2020,3,Bara Banki District,765264,1376084583.89
Uttar Pradesh,2020,3,Bareilly District,1969627,4024948735.24
Uttar Pradesh,2020,3,Sitapur District,709016,1279114972.59
Uttar Pradesh,2020,3,Sultanpur District,868946,1621486345.79
Uttar Pradesh,2020,3,Agra District,3402430,6647928319.01
Uttar Pradesh,2020,3,Fatehpur District,540614,1011847022.61
Uttar Pradesh,2020,3,Rae Bareli District,704574,1358245105.19
Uttar Pradesh,2020,3,Firozabad District,994544,2000595716.95
Uttar Pradesh,2020,3,Kheri District,821731,1380068812.78
Uttar Pradesh,2020,3,Gorakhpur District,3197317,7043485657.43
Uttar Pradesh,2020,3,Unnao District,748311,1297050484.21
Uttar Pradesh,2020,3,Prayagraj District,4424797,8784004360.76
Uttar Pradesh,2020,3,Sonbhadra District,979144,2022490421.52
Uttar Pradesh,2020,3,Ghazipur District,1489295,3197790517.52
Uttar Pradesh,2020,3,Farrukhabad District,586393,1168025441.23
Uttar Pradesh,2020,3,Kannauj District,470383,910394471.89
Uttar Pradesh,2020,3,Azamgarh District,1562684,3106122636.58
Uttar Pradesh,2020,3,Ayodhya District,1148182,2402945903.01
Uttar Pradesh,2020,3,Deoria District,1661831,3351809693.94
Uttar Pradesh,2020,3,Ghaziabad District,10353511,16722698683.29
Uttar Pradesh,2020,4,Amethi District,929052,2047805667.42
Uttar Pradesh,2020,4,Siddharthnagar District,1203287,3197534025.26
Uttar Pradesh,2020,4,Auraiya District,785790,1729982238.8
Uttar Pradesh,2020,4,Sambhal District,658894,1763324001.61
Uttar Pradesh,2020,4,Kanpur Nagar District,6052576,12308345528.86
Uttar Pradesh,2020,4,Aligarh District,3179237,6659603398.45
Uttar Pradesh,2020,4,Mahoba District,338467,757396455.13
Uttar Pradesh,2020,4,Lucknow District,21791125,48660862847.75
Uttar Pradesh,2020,4,Sant Kabeer Nagar District,853964,2328509654.84
Uttar Pradesh,2020,4,Hathras District,900053,1975427285.69
Uttar Pradesh,2020,4,Budaun District,808394,1832450359.24
Uttar Pradesh,2020,4,Moradabad District,1837124,4509684341.43
Uttar Pradesh,2020,4,Kushinagar District,2544134,6177451132.1
Uttar Pradesh,2020,4,Baghpat District,1274090,2735598660.51
Uttar Pradesh,2020,4,Shahjahanpur District,921620,1926803593.19
Uttar Pradesh,2020,4,Muzaffarnagar District,1855968,4005895164.64
Uttar Pradesh,2020,4,Ambedkar Nagar District,1059079,2345702079.92
Uttar Pradesh,2020,4,Bahraich District,733236,1752928127.77
Uttar Pradesh,2020,4,Jalaun District,870463,1960046920.77
Uttar Pradesh,2020,4,Rampur District,779375,1897600325.31
Uttar Pradesh,2020,4,Ballia District,1983414,4497298602.6
Uttar Pradesh,2020,4,Shravasti District,194123,490064811.87
Uttar Pradesh,2020,4,Kasganj District,475224,1050026273.05
Uttar Pradesh,2020,4,Varanasi District,5020393,10194936776.67
Uttar Pradesh,2020,4,Gautam Buddha Nagar District,26875484,32842519367.03
Uttar Pradesh,2020,4,Basti District,1397049,3591337508.96
Uttar Pradesh,2020,4,Shamli District,770139,1795508884.55
Uttar Pradesh,2020,4,Maharajganj District,1269772,3237407092.45
Uttar Pradesh,2020,4,Etawah District,976366,2075210863.46
Uttar Pradesh,2020,4,Etah District,723860,1621090109.8
Uttar Pradesh,2020,4,Banda District,485652,1056554802.07
Uttar Pradesh,2020,4,Bijnor District,1671649,3786521731.72
Uttar Pradesh,2020,4,Hardoi District,964983,1950295770.66
Uttar Pradesh,2020,4,Balrampur District,602659,1743708794.56
Uttar Pradesh,2020,4,Amroha District,990643,2370720288.89
Uttar Pradesh,2020,4,Pilibhit District,659881,1315633563.13
Uttar Pradesh,2020,4,Mainpuri District,835630,1876489036.39
Uttar Pradesh,2020,4,Kanpur Dehat District,801177,1792856563.12
Uttar Pradesh,2020,4,Jaunpur District,2575090,5862550808.62
Uttar Pradesh,2020,4,Kaushambi District,426355,999440562.38
Uttar Pradesh,2020,4,Hapur District,1644740,3136746389.15
Uttar Pradesh,2020,4,Hamirpur District,468721,1086787047.17
Uttar Pradesh,2020,4,Meerut District,5063989,10705409123.83
Uttar Pradesh,2020,4,Mathura District,2894712,6050052874.55
Uttar Pradesh,2020,4,Chitrakoot District,325363,767298714.65
Uttar Pradesh,2020,4,Lalitpur District,657837,1360184221.83
Uttar Pradesh,2020,4,Mau District,995516,2271789809.39
Uttar Pradesh,2020,4,Mirzapur District,1127365,2523000481.68
Uttar Pradesh,2020,4,Bulandshahr District,2689766,5399484706.62
Uttar Pradesh,2020,4,Gonda District,1293672,3549030149.7
Uttar Pradesh,2020,4,Jhansi District,2406415,5421062226.89
Uttar Pradesh,2020,4,Chandauli District,1124617,2422919353.46
Uttar Pradesh,2020,4,Bhadohi District,845550,1647815099.98
Uttar Pradesh,2020,4,Pratapgarh District,1456324,3283398763.49
Uttar Pradesh,2020,4,Saharanpur District,2800641,6239011549.7
Uttar Pradesh,2020,4,Bara Banki District,1043324,2086952999.82
Uttar Pradesh,2020,4,Bareilly District,2825946,6085882466.95
Uttar Pradesh,2020,4,Sitapur District,944455,1884569094.67
Uttar Pradesh,2020,4,Sultanpur District,1164282,2593915075.14
Uttar Pradesh,2020,4,Agra District,5121332,10378549354.94
Uttar Pradesh,2020,4,Fatehpur District,721429,1605703311.68
Uttar Pradesh,2020,4,Rae Bareli District,949686,2094791838.7
Uttar Pradesh,2020,4,Firozabad District,1433503,3064998559.66
Uttar Pradesh,2020,4,Kheri District,1112322,2108209768.27
Uttar Pradesh,2020,4,Gorakhpur District,4537853,10798676241.77
Uttar Pradesh,2020,4,Unnao District,1021144,2072417707.04
Uttar Pradesh,2020,4,Prayagraj District,6423026,12760082970.57
Uttar Pradesh,2020,4,Sonbhadra District,1375197,3033686641.74
Uttar Pradesh,2020,4,Ghazipur District,1956174,4725819574.25
